table_index,csv_path,row_count,col_count,unit,col_types
2,tables/table_0002.csv,52,6,백만원,"{""과 목"": ""텍스트"", ""주석"": ""주석"", ""제 46 (당) 기"": ""금액"", ""제 46 (당) 기_2"": ""금액"", ""제 45 (전) 기"": ""금액"", ""제 45 (전) 기_2"": ""금액""}"
3,tables/table_0003.csv,15,6,백만원,"{""과 목"": ""텍스트"", ""주석"": ""주석"", ""제 46 (당) 기"": ""금액"", ""제 46 (당) 기_2"": ""금액"", ""제 45 (전) 기"": ""금액"", ""제 45 (전) 기_2"": ""금액""}"
4,tables/table_0004.csv,7,6,백만원,"{""과 목"": ""텍스트"", ""주석"": ""주석"", ""제 46 (당) 기"": ""금액"", ""제 46 (당) 기_2"": ""금액"", ""제 45 (전) 기"": ""금액"", ""제 45 (전) 기_2"": ""금액""}"
5,tables/table_0005.csv,22,8,백만원,"{""과 목"": ""텍스트"", ""주석"": ""주석"", ""자본금"": ""금액"", ""주식발행 초과금"": ""금액"", ""이익잉여금"": ""금액"", ""기타자본항목"": ""금액"", ""매각예정분류기타자본항목"": ""금액"", ""총 계"": ""금액""}"
6,tables/table_0006.csv,30,6,백만원,"{""과 목"": ""텍스트"", ""주석"": ""주석"", ""제 46 (당) 기"": ""금액"", ""제 46 (당) 기_2"": ""금액"", ""제 45 (전) 기"": ""금액"", ""제 45 (전) 기_2"": ""금액""}"
7,tables/table_0007.csv,3,2,,"{""구 분"": ""텍스트"", ""대표추정내용연수"": ""텍스트""}"
8,tables/table_0008.csv,2,2,,"{""구 분"": ""텍스트"", ""대표추정내용연수"": ""텍스트""}"
9,tables/table_0009.csv,3,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
10,tables/table_0010.csv,1,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
11,tables/table_0011.csv,7,4,백만원,"{""금융자산"": ""텍스트"", ""대여금 및 수취채권"": ""금액"", ""매도가능금융자산"": ""금액"", ""합계"": ""금액""}"
12,tables/table_0012.csv,8,4,백만원,"{""금융부채"": ""텍스트"", ""상각후원가로 측정하는 금융부채"": ""금액"", ""기타금융부채"": ""금액"", ""합계"": ""금액""}"
13,tables/table_0013.csv,7,4,백만원,"{""금융자산"": ""텍스트"", ""대여금 및 수취채권"": ""금액"", ""매도가능금융자산"": ""금액"", ""합계"": ""금액""}"
14,tables/table_0014.csv,8,4,백만원,"{""금융부채"": ""텍스트"", ""상각후원가로 측정하는 금융부채"": ""금액"", ""기타금융부채"": ""금액"", ""합계"": ""금액""}"
15,tables/table_0015.csv,7,5,백만원,"{""금융자산"": ""텍스트"", ""당기손익인식 금융자산"": ""금액"", ""대여금 및 수취채권"": ""금액"", ""매도가능 금융자산"": ""금액"", ""합계"": ""금액""}"
16,tables/table_0016.csv,3,5,백만원,"{""금융부채"": ""텍스트"", ""당기손익인식  금융부채"": ""금액"", ""상각후원가로  측정하는 금융부채"": ""금액"", ""기타금융부채"": ""금액"", ""합계"": ""금액""}"
17,tables/table_0017.csv,7,5,백만원,"{""금융자산"": ""텍스트"", ""당기손익인식 금융자산"": ""금액"", ""대여금 및 수취채권"": ""금액"", ""매도가능 금융자산"": ""금액"", ""합계"": ""금액""}"
18,tables/table_0018.csv,2,5,백만원,"{""금융부채"": ""텍스트"", ""당기손익인식  금융부채"": ""금액"", ""상각후원가로  측정하는 금융부채"": ""금액"", ""기타금융부채"": ""금액"", ""합계"": ""금액""}"
19,tables/table_0019.csv,12,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
20,tables/table_0020.csv,3,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
21,tables/table_0021.csv,2,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
22,tables/table_0022.csv,9,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
23,tables/table_0023.csv,4,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
24,tables/table_0024.csv,5,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
25,tables/table_0025.csv,6,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
26,tables/table_0026.csv,4,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
27,tables/table_0027.csv,13,6,백만원,"{""기 업 명"": ""텍스트"", ""당기말 | 보유주식수(주)"": ""주"", ""당기말 | 지분율(%)"": ""%"", ""당기말 | 취득원가"": ""금액"", ""당기말 | 장부가액 (시장가치)"": ""금액"", ""전기말 | 장부가액 (시장가치)"": ""금액""}"
28,tables/table_0028.csv,9,6,백만원,"{""기 업 명"": ""텍스트"", ""당기말 | 보유주식수(주)"": ""주"", ""당기말 | 지분율(%)"": ""%"", ""당기말 | 취득원가"": ""금액"", ""당기말 | 장부가액"": ""금액"", ""전기말 | 장부가액"": ""금액""}"
29,tables/table_0029.csv,4,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
30,tables/table_0030.csv,6,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
31,tables/table_0031.csv,5,5,백만원,"{""구 분"": ""텍스트"", ""당기말 | 매출채권"": ""금액"", ""당기말 | 미수금"": ""금액"", ""전기말 | 매출채권"": ""금액"", ""전기말 | 미수금"": ""금액""}"
32,tables/table_0032.csv,5,5,백만원,"{""구 분"": ""텍스트"", ""당기 | 매출채권"": ""금액"", ""당기 | 미수금"": ""금액"", ""전기 | 매출채권"": ""금액"", ""전기 | 미수금"": ""금액""}"
33,tables/table_0033.csv,10,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
34,tables/table_0034.csv,5,7,백만원,"{""구 분"": ""텍스트"", ""당기말 | 평가전금액"": ""금액"", ""당기말 | 평가충당금"": ""금액"", ""당기말 | 장부가액"": ""금액"", ""전기말 | 평가전금액"": ""금액"", ""전기말 | 평가충당금"": ""금액"", ""전기말 | 장부가액"": ""금액""}"
35,tables/table_0035.csv,6,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
36,tables/table_0036.csv,4,4,백만원,"{""기업명"": ""텍스트"", ""관계기업과의 관계의 성격"": ""텍스트"", ""지분율(%)(*1)"": ""%"", ""주사업장"": ""텍스트""}"
37,tables/table_0037.csv,1,4,백만원,"{""기업명"": ""텍스트"", ""공동기업과의 관계의 성격"": ""텍스트"", ""지분율(%)(*)"": ""%"", ""주사업장"": ""텍스트""}"
38,tables/table_0038.csv,15,5,백만원,"{""기업명"": ""텍스트"", ""자산"": ""금액"", ""부채"": ""금액"", ""매출액"": ""금액"", ""당기순이익(손실)"": ""금액""}"
39,tables/table_0039.csv,15,5,백만원,"{""기업명"": ""텍스트"", ""자산"": ""금액"", ""부채"": ""금액"", ""매출액"": ""금액"", ""당기순이익(손실)"": ""금액""}"
40,tables/table_0040.csv,5,4,백만원,"{""구분"": ""텍스트"", ""삼성카드(*)"": ""금액"", ""삼성전기"": ""금액"", ""삼성에스디에스"": ""금액""}"
41,tables/table_0041.csv,4,4,백만원,"{""구분"": ""텍스트"", ""삼성카드"": ""금액"", ""삼성전기"": ""금액"", ""삼성에스디에스"": ""금액""}"
42,tables/table_0042.csv,5,6,백만원,"{""구분"": ""텍스트"", ""삼성카드(*)"": ""금액"", ""삼성전기"": ""금액"", ""삼성SDI"": ""금액"", ""삼성에스디에스"": ""금액"", ""삼성테크윈"": ""금액""}"
43,tables/table_0043.csv,4,6,백만원,"{""구분"": ""텍스트"", ""삼성카드"": ""금액"", ""삼성전기"": ""금액"", ""삼성SDI"": ""금액"", ""삼성에스디에스"": ""금액"", ""삼성테크윈"": ""금액""}"
44,tables/table_0044.csv,1,9,백만원,"{""회 사 명"": ""텍스트"", ""당기 | 자산"": ""금액"", ""당기 | 부채"": ""금액"", ""당기 | 매출액"": ""금액"", ""당기 | 당기순이익"": ""금액"", ""전기 | 자산"": ""금액"", ""전기 | 부채"": ""금액"", ""전기 | 매출액"": ""금액"", ""전기 | 당기순이익"": ""금액""}"
45,tables/table_0045.csv,4,6,"주, 백만원","{""구 분"": ""텍스트"", ""당기말 | 주식수"": ""주"", ""당기말 | 시장가치"": ""금액"", ""당기말 | 장부가액"": ""금액"", ""전기말 | 시장가치"": ""금액"", ""전기말 | 장부가액"": ""금액""}"
46,tables/table_0046.csv,10,7,백만원,"{""구분"": ""텍스트"", ""토지"": ""금액"", ""건물및구축물"": ""금액"", ""기계장치"": ""금액"", ""건설중인자산"": ""금액"", ""기타"": ""금액"", ""합 계"": ""금액""}"
47,tables/table_0047.csv,11,7,백만원,"{""구 분"": ""텍스트"", ""토지"": ""금액"", ""건물및구축물"": ""금액"", ""기계장치"": ""금액"", ""건설중인자산"": ""금액"", ""기타"": ""금액"", ""합 계"": ""금액""}"
48,tables/table_0048.csv,3,3,백만원,"{""구 분"": ""텍스트"", ""당 기"": ""금액"", ""전 기"": ""금액""}"
49,tables/table_0049.csv,8,7,백만원,"{""구 분"": ""텍스트"", ""산업재산권"": ""금액"", ""개발비"": ""금액"", ""회원권"": ""금액"", ""영업권"": ""금액"", ""기타의 무형자산"": ""금액"", ""합 계"": ""금액""}"
50,tables/table_0050.csv,8,7,백만원,"{""구 분"": ""텍스트"", ""산업재산권"": ""금액"", ""개발비"": ""금액"", ""회원권"": ""금액"", ""영업권"": ""금액"", ""기타의 무형자산"": ""금액"", ""합 계"": ""금액""}"
51,tables/table_0051.csv,2,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
52,tables/table_0052.csv,3,3,백만원,"{""구 분"": ""텍스트"", ""당 기"": ""금액"", ""전 기"": ""금액""}"
53,tables/table_0053.csv,1,5,백만원,"{""종 별"": ""텍스트"", ""차입처"": ""텍스트"", ""연이자율(%) | 당기말"": ""%"", ""금 액 | 당기말"": ""금액"", ""금 액 | 전기말"": ""금액""}"
54,tables/table_0054.csv,4,6,백만원,"{""구 분"": ""텍스트"", ""발행일"": ""텍스트"", ""만기상환일"": ""텍스트"", ""연이자율(%) | 당기말"": ""%"", ""금 액 | 당기말"": ""혼용"", ""금 액 | 전기말"": ""혼용""}"
55,tables/table_0055.csv,6,2,백만원,"{""상환연도"": ""텍스트"", ""금 액"": ""금액""}"
56,tables/table_0056.csv,5,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
57,tables/table_0057.csv,4,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
58,tables/table_0058.csv,3,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
59,tables/table_0059.csv,11,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
60,tables/table_0060.csv,7,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
61,tables/table_0061.csv,2,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""%"", ""전기말"": ""%""}"
62,tables/table_0062.csv,6,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""%"", ""전기말"": ""%""}"
63,tables/table_0063.csv,1,6,백만원,"{""구 분"": ""텍스트"", ""1년 미만"": ""금액"", ""1년~2년 미만"": ""금액"", ""2년~5년 미만"": ""금액"", ""5년~10년 미만"": ""금액"", ""합 계"": ""금액""}"
64,tables/table_0064.csv,5,6,백만원,"{""구 분"": ""텍스트"", ""판매보증  (가)"": ""금액"", ""기술사용료  (나)"": ""금액"", ""장기성과급  (다)"": ""금액"", ""기타 충당부채"": ""금액"", ""합 계"": ""금액""}"
65,tables/table_0065.csv,3,3,"백만원, 백만US$","{""내 역"": ""텍스트"", ""금액 | 당기말"": ""텍스트"", ""금액 | 전기말"": ""텍스트""}"
66,tables/table_0066.csv,15,5,백만원,"{""해외종속기업"": ""텍스트"", ""보증처"": ""텍스트"", ""보증기간"": ""텍스트"", ""실차입금"": ""금액"", ""지급보증금액"": ""금액""}"
67,tables/table_0067.csv,7,3,주,"{""구 분"": ""텍스트"", ""유통보통주식수"": ""주"", ""유통우선주식수"": ""주""}"
68,tables/table_0068.csv,13,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
69,tables/table_0069.csv,10,5,백만원,"{""과 목"": ""텍스트"", ""제 46 (당) 기"": ""금액"", ""제 46 (당) 기_2"": ""금액"", ""제 45 (전) 기"": ""금액"", ""제 45 (전) 기_2"": ""금액""}"
70,tables/table_0070.csv,6,4,백만원,"{""구 분"": ""텍스트"", ""구 분_2"": ""텍스트"", ""당기"": ""혼용"", ""전기"": ""혼용""}"
71,tables/table_0071.csv,7,4,백만원,"{""구 분"": ""텍스트"", ""구 분_2"": ""텍스트"", ""당기"": ""혼용"", ""전기"": ""혼용""}"
72,tables/table_0072.csv,6,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
73,tables/table_0073.csv,2,5,백만원,"{""구 분"": ""텍스트"", ""당기말 | 우선주"": ""금액"", ""당기말 | 보통주"": ""금액"", ""전기말 | 우선주"": ""금액"", ""전기말 | 보통주"": ""금액""}"
74,tables/table_0074.csv,12,4,,"{""구 분"": ""텍스트"", ""5차"": ""혼용"", ""6차"": ""혼용"", ""8차"": ""혼용""}"
75,tables/table_0075.csv,10,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
76,tables/table_0076.csv,17,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
77,tables/table_0077.csv,13,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
78,tables/table_0078.csv,14,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
79,tables/table_0079.csv,8,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
80,tables/table_0080.csv,8,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
81,tables/table_0081.csv,19,7,백만원,"{""계 정 과 목"": ""텍스트"", ""누적일시적차이 | 기초잔액"": ""금액"", ""누적일시적차이 | 증감액"": ""금액"", ""누적일시적차이 | 기말잔액"": ""금액"", ""이연법인세자산(부채) | 기초 이연법인세 자산(부채)"": ""금액"", ""이연법인세자산(부채) | 증감액"": ""금액"", ""이연법인세자산(부채) | 기말 이연법인세 자산(부채)"": ""금액""}"
82,tables/table_0082.csv,19,7,백만원,"{""계 정 과 목"": ""텍스트"", ""누적일시적차이 | 기초잔액"": ""금액"", ""누적일시적차이 | 증감액"": ""금액"", ""누적일시적차이 | 기말잔액"": ""금액"", ""이연법인세자산(부채) | 기초 이연법인세 자산(부채)"": ""금액"", ""이연법인세자산(부채) | 증감액"": ""금액"", ""이연법인세자산(부채) | 기말 이연법인세 자산(부채)"": ""금액""}"
83,tables/table_0083.csv,3,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액"", ""전기말"": ""금액""}"
84,tables/table_0084.csv,4,3,"백만원, 천주","{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
85,tables/table_0085.csv,4,3,"백만원, 천주","{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
86,tables/table_0086.csv,3,3,"백만원, 천주","{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
87,tables/table_0087.csv,3,3,"백만원, 천주","{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
88,tables/table_0088.csv,15,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
89,tables/table_0089.csv,15,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
90,tables/table_0090.csv,6,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
91,tables/table_0091.csv,3,5,백만원,"{""구 분"": ""텍스트"", ""당기말 | 환율 상승시"": ""금액"", ""당기말 | 환율 하락시"": ""금액"", ""전기말 | 환율 상승시"": ""금액"", ""전기말 | 환율 하락시"": ""금액""}"
92,tables/table_0092.csv,1,6,백만원,"{""구 분"": ""텍스트"", ""3개월이내"": ""금액"", ""~6개월"": ""금액"", ""~1년"": ""금액"", ""1~5년"": ""금액"", ""5년초과"": ""금액""}"
93,tables/table_0093.csv,1,6,백만원,"{""구 분"": ""텍스트"", ""3개월이내"": ""금액"", ""~6개월"": ""금액"", ""~1년"": ""금액"", ""1~5년"": ""금액"", ""5년초과"": ""금액""}"
94,tables/table_0094.csv,3,3,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""혼용"", ""전기말"": ""혼용""}"
95,tables/table_0095.csv,17,5,백만원,"{""구분"": ""텍스트"", ""당기말 | 장부금액"": ""금액"", ""당기말 | 공정가치"": ""텍스트"", ""전기말 | 장부금액"": ""금액"", ""전기말 | 공정가치"": ""텍스트""}"
96,tables/table_0096.csv,4,5,백만원,"{""구 분"": ""텍스트"", ""당기말 | Level 1"": ""금액"", ""당기말 | Level 2"": ""금액"", ""당기말 | Level 3"": ""금액"", ""당기말 | 합계"": ""금액""}"
97,tables/table_0097.csv,3,5,백만원,"{""구 분"": ""텍스트"", ""전기말 | Level 1"": ""금액"", ""전기말 | Level 2"": ""금액"", ""전기말 | Level 3"": ""금액"", ""전기말 | 합계"": ""금액""}"
98,tables/table_0098.csv,6,5,백만원,"{""구 분"": ""텍스트"", ""공정가치"": ""금액"", ""가치평가기법"": ""텍스트"", ""Level 3 투입변수"": ""텍스트"", ""투입변수 범위(가중평균)"": ""%""}"
99,tables/table_0099.csv,7,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
100,tables/table_0100.csv,1,5,백만원,"{""구 분"": ""텍스트"", ""유리한 변동 | 당기손익"": ""금액"", ""유리한 변동 | 자본"": ""금액"", ""불리한 변동 | 당기손익"": ""금액"", ""불리한 변동 | 자본"": ""금액""}"
101,tables/table_0101.csv,5,6,백만원,"{""구 분"": ""텍스트"", ""장부가액"": ""금액"", ""당기말 | Level 1"": ""금액"", ""당기말 | Level 2"": ""금액"", ""당기말 | Level 3"": ""금액"", ""당기말 | 합계"": ""금액""}"
102,tables/table_0102.csv,5,6,백만원,"{""구 분"": ""텍스트"", ""장부가액"": ""금액"", ""전기말 | Level 1"": ""금액"", ""전기말 | Level 2"": ""금액"", ""전기말 | Level 3"": ""금액"", ""전기말 | 합계"": ""금액""}"
103,tables/table_0103.csv,18,4,백만원,"{""지역"": ""텍스트"", ""기업명"": ""텍스트"", ""업종"": ""텍스트"", ""지분율(%)(*)"": ""%""}"
104,tables/table_0104.csv,30,4,백만원,"{""지역"": ""텍스트"", ""기업명"": ""텍스트"", ""업종"": ""텍스트"", ""지분율(%)(*)"": ""%""}"
105,tables/table_0105.csv,25,4,,"{""지역"": ""텍스트"", ""기업명"": ""텍스트"", ""업종"": ""텍스트"", ""지분율(%)(*)"": ""%""}"
106,tables/table_0106.csv,31,4,,"{""지역"": ""텍스트"", ""기업명"": ""텍스트"", ""업종"": ""텍스트"", ""지분율(%)(*)"": ""%""}"
107,tables/table_0107.csv,22,4,,"{""지역"": ""텍스트"", ""기업명"": ""텍스트"", ""업종"": ""텍스트"", ""지분율(%)(*)"": ""%""}"
108,tables/table_0108.csv,32,4,,"{""지역"": ""텍스트"", ""기업명"": ""텍스트"", ""업종"": ""텍스트"", ""지분율(%)(*)"": ""%""}"
109,tables/table_0109.csv,27,6,백만원,"{""구분"": ""텍스트"", ""기업명"": ""텍스트"", ""매출 등"": ""금액"", ""비유동자산 처분"": ""금액"", ""매입 등"": ""금액"", ""비유동자산 매입"": ""금액""}"
110,tables/table_0110.csv,14,6,백만원,"{""구분"": ""텍스트"", ""기업명"": ""텍스트"", ""매출 등"": ""금액"", ""비유동자산 처분"": ""금액"", ""매입 등"": ""금액"", ""비유동자산 매입"": ""금액""}"
111,tables/table_0111.csv,34,6,백만원,"{""구분"": ""텍스트"", ""기업명"": ""텍스트"", ""매출 등"": ""금액"", ""비유동자산 처분"": ""금액"", ""매입 등"": ""금액"", ""비유동자산 매입"": ""금액""}"
112,tables/table_0112.csv,8,6,백만원,"{""구분"": ""텍스트"", ""기업명"": ""텍스트"", ""매출 등"": ""금액"", ""비유동자산 처분"": ""금액"", ""매입 등"": ""금액"", ""비유동자산 매입"": ""금액""}"
113,tables/table_0113.csv,15,4,백만원,"{""구분"": ""텍스트"", ""기업명"": ""텍스트"", ""채권 등"": ""금액"", ""채무 등"": ""금액""}"
114,tables/table_0114.csv,25,4,백만원,"{""구분"": ""텍스트"", ""기업명"": ""텍스트"", ""채권 등"": ""금액"", ""채무 등"": ""금액""}"
115,tables/table_0115.csv,27,4,백만원,"{""구분"": ""텍스트"", ""기업명"": ""텍스트"", ""채권 등"": ""금액"", ""채무 등"": ""금액""}"
116,tables/table_0116.csv,14,4,백만원,"{""구분"": ""텍스트"", ""기업명"": ""텍스트"", ""채권 등"": ""금액"", ""채무 등"": ""금액""}"
117,tables/table_0117.csv,3,3,백만원,"{""구 분"": ""텍스트"", ""당기"": ""금액"", ""전기"": ""금액""}"
118,tables/table_0118.csv,12,2,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액""}"
119,tables/table_0119.csv,2,2,백만원,"{""구 분"": ""텍스트"", ""당기말"": ""금액""}"
120,tables/table_0120.csv,2,5,,"{""0"": ""텍스트"", ""1"": ""텍스트"", ""2"": ""텍스트"", ""3"": ""텍스트"", ""4"": ""텍스트""}"
121,tables/table_0121.csv,6,8,"명, 시간","{""0"": ""텍스트"", ""1"": ""텍스트"", ""2"": ""혼용"", ""3"": ""혼용"", ""4"": ""혼용"", ""5"": ""혼용"", ""6"": ""혼용"", ""7"": ""혼용""}"
122,tables/table_0122.csv,19,10,"명, 시간","{""0"": ""텍스트"", ""1"": ""텍스트"", ""2"": ""텍스트"", ""3"": ""텍스트"", ""4"": ""텍스트"", ""5"": ""텍스트"", ""6"": ""텍스트"", ""7"": ""텍스트"", ""8"": ""텍스트"", ""9"": ""텍스트""}"
